category,T1_start,T2_start,W_start,T1_end,T2_end,W_end,start_spread,end_spread,max_spread
ABC,9198690,9198690,9198690,9213389,9213389,9213389,0,0,0
ABC,9215003,9215003,9215003,9217629,9217629,9217629,0,0,0
ABC,9217997,9217997,9217997,9779293,9779293,9779293,0,0,0
ABC,9783979,9783979,9783979,9784144,9784144,9784144,0,0,0
ABC,9785374,9785374,9785374,10990613,10990613,10990613,0,0,0
ABC,10991447,10991447,10991447,10991958,10991958,10991958,0,0,0
ABC,10991989,10991989,10991989,11046660,11046660,11046660,0,0,0
ABC,11066356,11066356,11066356,11068220,11068220,11068220,0,0,0
ABC,11068242,11068242,11068242,12661130,12661130,12661130,0,0,0
ABC,12662492,12662492,12662492,12714736,12714736,12714736,0,0,0
ABC,12731939,12731939,12731939,15615640,15609404,15615640,0,6236,6236
ABC,15615682,15615451,15615682,15621365,15621365,15621365,231,0,231
ABC,15638753,15638753,15638753,22318393,22318393,22318393,0,0,0
ABC,22345653,22345653,22345653,22346084,22346084,22346084,0,0,0
ABC,22360616,22360616,22360616,22439430,22439430,22439430,0,0,0
ABC,22449113,22449113,22449113,22897944,22897944,22897944,0,0,0
ABC,22898355,22898355,22898355,26248622,26248621,26248621,0,1,1
ABC,26248875,26248621,26248621,26250423,26250423,26250423,254,0,254
ABC,26250832,26250832,26250832,26256022,26256022,26256022,0,0,0
ABC,26256328,26256328,26256328,26257208,26257208,26257208,0,0,0
AC,26257326,,26257326,30623595,,30623595,0,0,0
AC,30632667,,30632667,31036127,,31036127,0,0,0
AC,31093272,,31093272,35416079,,35416079,0,0,0
ABC,35417317,35417317,35417317,35537629,35537629,35537629,0,0,0
ABC,51273886,51273886,51273886,51277822,51277822,51277822,0,0,0
ABC,51278273,51278273,51278273,51301408,51301407,51301408,0,1,1
ABC,51301529,51301407,51301529,51303890,51303890,51303890,122,0,122
ABC,51303939,51303939,51303939,61324030,61324030,61324030,0,0,0
ABC,61434282,61434282,61434282,61558227,61558227,61558227,0,0,0
ABC,68487540,68487540,68487540,68488478,68488478,68488478,0,0,0
ABC,68491495,68491495,68491495,68545617,68545617,68545617,0,0,0
ABC,68547742,68547742,68547742,68548186,68548186,68548186,0,0,0
ABC,71389126,71389126,71389126,71391996,71391996,71391996,0,0,0
AC,71398279,,71398279,71401854,,71401854,0,0,0
AC,71402210,,71402210,71402540,,71402540,0,0,0
ABC,80887199,80887199,80887199,80887398,80887398,80887398,0,0,0
ABC,80899539,80899539,80899539,80941796,80941796,80941796,0,0,0
ABC,80941952,80941952,80941952,80943624,80943624,80943624,0,0,0
ABC,80943745,80943745,80943745,83025763,83025763,83025763,0,0,0
ABC,83037902,83037902,83037902,83202991,83202991,83202991,0,0,0
ABC,83304030,83304030,83304030,85264979,85264979,85264979,0,0,0
ABC,85265027,85265027,85265027,85268953,85268953,85268953,0,0,0
ABC,85269101,85269101,85269101,85741693,85741693,85741693,0,0,0
ABC,85748893,85748893,85748893,85778934,85778934,85778934,0,0,0
ABC,85787964,85787964,85787964,86045063,86018769,86018769,0,26294,26294
ABC,86058531,86018791,86018791,86063890,86063890,86063890,39740,0,39740
ABC,86077725,86077725,86077725,86206922,86206922,86206922,0,0,0
ABC,86212849,86212849,86212849,86212957,86212957,86212957,0,0,0
ABC,86561629,86561629,86561629,86597101,86596998,86577470,0,19631,19631
ABC,86597114,86597099,86577472,87459227,87459227,87459227,19642,0,19642
ABC,87469214,87469214,87469214,87488106,87488106,87488106,0,0,0
ABC,87488600,87488600,87488600,87629411,87629411,87629411,0,0,0
ABC,87649052,87649052,87649052,87734632,87734632,87734632,0,0,0
ABC,87738817,87738817,87738817,87961104,87861322,87861322,0,99782,99782
ABC,87966243,87871072,87871072,87967189,87889691,87889691,95171,77498,95171
ABC,87967391,87895647,87895647,88205344,88205344,88205344,71744,0,71744
ABC,88213904,88213904,88213904,88214144,88219261,88219261,0,5117,5117
ABC,88218771,88220559,88220559,88517654,88509945,88509945,1788,7709,7709
ABC,88517657,88517204,88517204,88529409,88529409,88529409,453,0,453
ABC,88529414,88529414,88529414,88609482,88609482,88609482,0,0,0
ABC,88611462,88611462,88611462,88621671,88621671,88621671,0,0,0
ABC,88621738,88621738,88621738,88667808,88667959,88667808,0,151,151
ABC,88667830,88668619,88667830,88687082,88687082,88687082,789,0,789
ABC,88689404,88689404,88689404,88739739,88740460,88739767,0,721,721
ABC,88739739,88749847,88739915,88817401,88817401,88817401,10108,0,10108
ABC,88817683,88817683,88817683,88964401,88964401,88964401,0,0,0
ABC,88964460,88964460,88964460,88994512,88994512,88994512,0,0,0
ABC,88998351,89039451,89039451,89460888,89460888,89460888,41100,0,41100
ABC,89462329,89462329,89462329,89462511,89462511,89462511,0,0,0
ABC,89469302,89469302,89469302,89490823,89490823,89490823,0,0,0
ABC,89492556,89492556,89492556,89504613,89504699,89504613,0,86,86
ABC,89504698,89505010,89504698,89596557,89596557,89596557,312,0,312
ABC,89605419,89605419,89605419,89630447,89630447,89630447,0,0,0
ABC,89632584,89632584,89632584,89684689,89684689,89684689,0,0,0
ABC,89684823,89684823,89684823,89689671,89689671,89689671,0,0,0
ABC,89689684,89689684,89689684,89744975,89744975,89744975,0,0,0
ABC,89750942,89750942,89750942,89755973,89755973,89755973,0,0,0
ABC,89756016,89782004,89756016,89822344,89822514,89822344,25988,170,25988
ABC,89822513,89822835,89822513,89824148,89824148,89824148,322,0,322
ABC,89824757,89824757,89824757,89828397,89828343,89828343,0,54,54
ABC,89828667,89828395,89828395,89833023,89833023,89833023,272,0,272
ABC,89853217,89853217,89853217,89894821,89894821,89894821,0,0,0
ABC,89909228,89909228,89909228,89910315,89910315,89910315,0,0,0
ABC,90171440,90234360,90225291,90179501,90236178,90229363,62920,56677,62920
ABC,90179533,90236180,90229396,90233815,90262181,90233815,56647,28366,56647
ABC,90234360,90262532,90234360,90235466,90263697,90236178,28172,28231,28231
ABC,90235578,90263699,90236180,90262181,90267534,90262181,28121,5353,28121
ABC,90262532,90268020,90262532,90263701,90269008,90263701,5488,5307,5488
ABC,90264049,90269112,90264049,90267534,90283391,90267534,5063,15857,15857
ABC,90268020,90287503,90268020,90269008,90287993,90269008,19483,18985,19483
ABC,90269112,90288341,90269112,90283391,90344074,90283391,19229,60683,60683
ABC,90287503,90344074,90287503,90287993,90346067,90287993,56571,58074,58074
ABC,90288341,90347458,90296388,90344074,90356929,90344074,59117,12855,59117
ABC,90344074,90357727,90344074,90346067,90359071,90346067,13653,13004,13653
ABC,90347458,90364733,90347458,90396666,90396666,90396666,17275,0,17275
ABC,90397322,90397322,90397322,90410972,90410972,90410972,0,0,0
ABC,90411549,90411549,90411549,90416665,90416665,90416665,0,0,0
ABC,90417278,90417278,90417278,90418070,90417745,90417692,0,378,378
ABC,90418220,90417752,90417699,90430676,90430676,90430676,521,0,521
ABC,90431261,90431261,90431261,90434920,90434920,90434920,0,0,0
ABC,90434955,90434955,90434955,90444673,90463827,90463827,0,19154,19154
ABC,90450900,90464800,90464800,90460823,90465152,90465152,13900,4329,13900
ABC,90460833,90472809,90472809,90463827,90484029,90484029,11976,20202,20202
ABC,90464800,90490725,90490725,90465152,90525361,90525361,25925,60209,60209
ABC,90525808,90525808,90525808,91155234,91155301,91155301,0,67,67
ABC,91155280,91159208,91159208,91170187,91170188,91170187,3928,1,3928
ABC,91170187,91170281,91170187,91201166,91201166,91201166,94,0,94
ABC,91201421,91201421,91201421,91209775,91209775,91209775,0,0,0
ABC,91209790,91209790,91209790,91239797,91226957,91226957,0,12840,12840
ABC,91239810,91246347,91246347,91242289,91251355,91251355,6537,9066,9066
ABC,91246347,91226963,91226963,91251261,91242289,91242289,19384,8972,19384
ABC,91251268,91261221,91261221,91277631,91277631,91277631,9953,0,9953
ABC,91280845,91280845,91280845,91375868,91375868,91375868,0,0,0
ABC,91377523,91377523,91377523,91387534,91387534,91387534,0,0,0
ABC,91388795,91388795,91388795,91458032,91462797,91458032,0,4765,4765
ABC,91462778,91462797,91462778,91463077,91463077,91463077,19,0,19
ABC,91463087,91463087,91463087,91472877,91472877,91472877,0,0,0
ABC,91473771,91473771,91473771,91491989,91491989,91491989,0,0,0
ABC,91492022,91492022,91492022,91519535,91519535,91519535,0,0,0
ABC,91519535,91519535,91519535,91524377,91524377,91524377,0,0,0
ABC,91524427,91524427,91524427,91544974,91544974,91544974,0,0,0
ABC,91545061,91545061,91545061,91549532,91549532,91549532,0,0,0
ABC,91549540,91549540,91549540,91558562,91558562,91558562,0,0,0
ABC,91562295,91562295,91562295,91564070,91564070,91564070,0,0,0
ABC,91564098,91564098,91564098,91591499,91591499,91591499,0,0,0
ABC,91591541,91591541,91591541,91592787,91592590,91592590,0,197,197
ABC,91593760,91592611,91592611,91597105,91597105,91597105,1149,0,1149
ABC,91597136,91597136,91597136,91600089,91600089,91600089,0,0,0
ABC,91600175,91600175,91600175,91633481,91621346,91633481,0,12135,12135
ABC,91633481,91621542,91633481,91635873,91624661,91635873,11939,11212,11939
ABC,91638868,91624741,91638868,91734463,91734463,91734463,14127,0,14127
ABC,91734508,91734508,91734508,91735714,91735714,91735714,0,0,0
ABC,91735956,91735956,91735956,91748966,91748966,91748966,0,0,0
ABC,91749434,91749434,91749434,91760182,91760182,91760182,0,0,0
ABC,91763311,91763311,91763311,91805605,91805053,91805053,0,552,552
ABC,91805741,91805604,91805604,91807102,91806825,91806825,137,277,277
ABC,91807189,91807101,91807101,91819572,91819572,91819572,88,0,88
ABC,91819842,91819842,91819842,91820748,91820748,91820748,0,0,0
ABC,91821223,91821223,91821223,91842313,91842289,91842289,0,24,24
ABC,91842429,91842312,91842312,91852139,91852101,91852101,117,38,117
ABC,91852165,91852137,91852137,91909541,91909541,91909541,28,0,28
ABC,91910517,91910517,91910517,91910742,91910742,91910742,0,0,0
ABC,91911827,91911827,91911827,91924737,91924737,91924737,0,0,0
ABC,91925678,91925678,91925678,91927636,91927636,91927636,0,0,0
ABC,91930047,91930047,91930047,94833679,94833679,94833679,0,0,0
ABC,94836213,94836213,94836213,94838970,94838970,94838970,0,0,0
ABC,94838970,94838970,94838970,94858730,94858730,94858730,0,0,0
ABC,94858802,94858802,94858802,94861250,94861673,94861673,0,423,423
AC,94861346,,94864435,94883204,,94883204,3089,0,3089
AC,94883204,,94883204,94890134,,94890148,0,14,14
ABC,94890147,94864435,94907386,95002252,95002252,95002252,42951,0,42951
ABC,95002617,95002617,95002617,95015666,95015666,95015666,0,0,0
ABC,95017642,95017642,95017642,95235045,95235045,95235045,0,0,0
ABC,95235128,95235128,95235128,95239999,95239999,95239999,0,0,0
ABC,95242116,95242116,95242116,95263799,95263799,95263799,0,0,0
ABC,95264424,95264424,95264424,95265315,95265315,95265315,0,0,0
ABC,95265791,95265791,95265791,95266659,95266955,95266955,0,296,296
ABC,95266954,95266955,95266955,95271092,95271092,95271092,1,0,1
ABC,95271116,95271116,95271116,95458695,95464633,95464633,0,5938,5938
BC,,35570590,35570590,,35753244,35753244,0,0,0
BC,,35753266,35753266,,35754070,35754070,0,0,0
BC,,35754116,35754116,,51273858,51273858,0,0,0
BC,,61799814,61799814,,63788451,63788451,0,0,0
BC,,63809333,63809333,,64529764,64529764,0,0,0
BC,,64529788,64529788,,68483598,68483598,0,0,0
BC,,70992305,70992305,,70992898,70992898,0,0,0
BC,,70993033,70993033,,71386641,71386641,0,0,0
BC,,71398279,71402592,,71981111,71981111,4313,0,4313
BC,,71981116,71981116,,71987081,71987081,0,0,0
BC,,71988699,71988699,,80880430,80880430,0,0,0
BC,,88998351,88998351,,89028431,89028431,0,0,0
BC,,89028440,89028440,,89039288,89039288,0,0,0
BC,,89910677,89910677,,89919808,89919808,0,0,0
BC,,89922437,89922437,,89957669,89957669,0,0,0
BC,,89957683,89957683,,90016698,90016698,0,0,0
BC,,90023280,90023280,,90042446,90042446,0,0,0
BC,,90044749,90044749,,90233815,90225247,0,8568,8568
