category,T1_start,T2_start,W_start,T1_end,T2_end,W_end,start_spread,end_spread,max_spread
ABC,52194205,52194205,52194205,68648289,68648289,68648289,0,0,0
ABC,68650104,68650104,68650104,68661529,68661529,68661529,0,0,0
ABC,68739281,68739281,68739281,69319315,69319315,69319315,0,0,0
ABC,69406603,69406603,69406603,69540878,69540878,69540878,0,0,0
ABC,78374053,78425580,78425580,78390153,78476292,78476292,51527,86139,86139
ABC,78390288,78476302,78476302,78425562,78482146,78482146,86014,56584,86014
ABC,78425580,78483751,78483751,78476292,78484276,78484276,58171,7984,58171
ABC,78476302,78485135,78485135,78482146,78496670,78496670,8833,14524,14524
ABC,78483751,78496861,78496861,78484276,78498754,78498754,13110,14478,14478
ABC,78485135,78498812,78498812,78496670,78520483,78520483,13677,23813,23813
ABC,78496861,78521747,78521747,78498754,78522863,78522863,24886,24109,24886
ABC,78523549,78523549,78523549,80462669,80462669,80462669,0,0,0
ABC,80462725,80462725,80462725,80491637,80491637,80491637,0,0,0
ABC,80494325,80494325,80494325,80541850,80541850,80541850,0,0,0
ABC,80562592,80562592,80562592,80564953,80564953,80564953,0,0,0
ABC,80564953,80564953,80564953,81206319,81206319,81206319,0,0,0
ABC,81206353,81206353,81206353,81214208,81214208,81214208,0,0,0
ABC,81214440,81214440,81214440,83964121,83964121,83964121,0,0,0
BC,,901015,901015,,901436,901436,0,0,0
BC,,901470,901470,,904492,904492,0,0,0
BC,,35976337,35976337,,36034358,36034358,0,0,0
BC,,36043721,36043721,,36044449,36044449,0,0,0
BC,,37457189,37476672,,37582401,37483743,19483,98658,98658
BC,,44298245,44298245,,44650075,44650096,0,21,21
BC,,69656841,69656841,,78425562,78425562,0,0,0
